Regla(c, k, u, y, c, b, d, u, z, w, a, i, m, i, y, i, h, s, x, t, t, p, b, k, a, f, r, o, n, d, s, c, d, g, n, k, s, l, r, y, t, g, f, d, t, k, l, w, l, j, q, v, y, q, b, n, z, r, a, u, w, q, h, k, f, h, t, d, i, d, t, g, g, s, b, v, h, a, n, u, q, u, x, o, j, y, i, c, p, l, g, l, s, u, c, k, u, b, s, e, a, h, r, i, d, x, d, g, a, v, b, z, e, q, b, i, m, h, s, m, c, b, k, j, g, g, t, c, m, o, x, d, u, b, v, d, v, w, s, g, x, j, v, c, p, w, x, h, i, z, j, e, j, z, o, w, r, a, s, f, v, x, x, q, h, a, a, w, w, e, y, d, w, l, m, z, s, g, e, c, m, k, w, s, x, c, r, p, t, t, n, b, b, l, i, d, n, a, p, w, w, s, g, d, x, e, n, k, n, h, s, s, s, n, j, n, a, t, w, p, m, t, s, x, p, m, d, b, z, z, n, h, i, h, w, t, j, c, n, n, l, m, f, n, k, l, q, p, t, w, v, n, g, r, i, t, i, p, a, m, n, z, w, g, l, f, x, e, x, o, m, d, u, p, c, g, i, t, i, q, b, n, o, m, q, u, e, z, s, i, l, w, s, j, v, z, m, x, f, i)
Regla(c, k, u, y, c, b, q, h, z, n, a, i, n, d, b, i, h, m, x, d, t, p, d, k, a, f, r, o, n, c, t, c, m, g, t, b, i, l, r, y, x, g, f, d, s, q, o, w, r, j, c, b, o, u, b, n, b, r, a, k, w, q, h, k, s, h, x, y, b, v, t, g, b, s, b, v, w, a, n, u, d, o, b, o, k, v, i, c, t, l, g, a, s, u, c, j, u, b, s, o, j, h, n, i, d, x, d, g, y, v, b, k, e, q, b, l, c, f, w, d, c, d, k, y, g, g, o, c, m, x, x, d, x, b, v, k, v, l, s, r, x, j, s, c, t, m, x, h, g, z, p, e, j, d, e, u, o, a, p, f, c, d, e, v, r, a, v, u, w, w, j, d, w, k, m, i, s, g, e, c, m, k, w, s, s, c, r, p, p, t, n, b, t, s, i, d, n, e, p, w, c, x, g, d, x, e, n, t, n, h, s, s, s, y, j, r, a, t, p, c, a, u, s, x, p, m, d, b, y, z, n, h, c, h, u, t, s, c, n, q, l, m, f, n, k, q, q, a, t, f, o, n, k, r, w, t, i, p, m, m, n, t, w, g, l, f, x, e, j, o, m, d, o, p, c, g, w, t, a, q, b, n, q, m, l, c, e, z, e, i, l, w, s, j, t, g, m, l, f, i)
Regla(c, t, u, y, c, b, q, h, z, n, a, i, n, i, b, i, h, m, x, d, t, p, d, k, a, f, r, o, n, c, t, c, m, g, t, b, i, l, r, y, x, g, f, d, s, q, o, w, r, j, c, b, o, u, b, n, b, r, a, k, w, q, h, k, s, h, x, y, b, v, t, g, b, s, b, v, w, a, n, u, d, o, b, o, k, v, i, c, t, l, a, a, s, u, c, j, u, b, s, o, j, h, n, i, d, x, d, g, y, v, b, k, e, q, b, l, c, f, w, d, c, d, k, y, g, g, o, c, m, x, x, d, x, b, h, k, v, l, s, r, x, j, s, c, t, m, x, h, g, z, p, e, j, d, e, u, o, a, p, f, c, d, e, v, r, a, v, u, w, w, j, d, w, k, m, i, s, g, e, c, m, k, w, s, s, c, r, p, p, t, n, b, t, s, i, r, n, e, p, w, c, x, g, d, x, e, n, t, n, h, s, s, s, y, j, r, a, t, p, c, a, u, s, x, p, m, d, b, y, z, n, h, c, h, u, t, s, c, n, q, l, m, f, n, k, q, q, a, t, f, o, n, k, r, w, t, i, p, m, m, n, t, w, g, l, f, x, e, j, o, m, d, o, p, c, g, w, t, o, q, b, n, q, m, l, c, e, z, e, i, l, w, y, j, t, g, m, l, f, i)
Regla(k, t, u, y, c, b, q, h, z, n, a, i, n, i, b, i, h, m, x, d, t, p, d, k, a, f, r, o, n, c, t, c, m, g, t, b, i, l, r, y, x, g, f, d, s, q, o, y, r, j, c, b, o, u, b, n, b, r, a, k, w, q, h, k, s, h, x, y, b, v, t, g, b, s, b, v, w, a, n, u, d, o, b, o, k, v, i, c, t, l, a, a, s, u, c, j, u, b, s, o, j, h, n, i, d, x, t, g, y, v, b, k, e, q, b, l, c, f, w, d, c, d, k, y, g, g, o, c, m, x, x, d, x, b, h, k, v, l, s, r, x, j, s, c, t, m, x, h, g, z, p, e, j, d, e, u, o, b, p, f, d, d, e, v, r, a, v, u, w, w, j, d, w, k, m, i, s, g, e, c, m, k, w, s, s, c, r, p, p, t, n, b, t, s, i, r, n, e, p, w, c, x, g, d, x, e, n, t, n, h, s, s, s, y, j, r, a, t, p, c, a, u, s, x, p, m, d, b, y, z, n, h, c, h, u, t, s, c, n, q, l, m, f, x, k, q, q, a, t, f, o, n, k, r, w, t, i, p, m, m, n, t, w, g, l, f, x, e, j, o, m, d, o, p, c, g, w, q, o, q, b, n, q, m, l, c, e, z, e, i, l, w, y, j, t, g, m, l, s, i)
Regla(k, t, u, y, c, b, q, h, z, n, a, i, n, i, b, i, h, m, x, d, t, p, d, k, a, f, r, o, n, c, t, c, j, g, t, b, i, l, r, y, x, g, f, d, s, q, o, y, r, j, c, b, o, u, t, r, b, r, a, k, w, q, h, k, s, h, x, y, b, v, t, g, b, s, b, v, w, a, n, u, d, o, b, o, k, v, i, c, t, l, a, a, s, u, c, j, u, b, s, o, j, h, n, i, d, x, t, g, y, v, b, k, e, q, b, l, c, f, w, d, c, d, k, y, g, g, o, c, n, x, x, d, x, b, h, k, v, l, s, r, x, j, s, c, t, m, x, h, g, z, p, e, j, d, e, u, o, b, p, f, d, d, e, v, r, a, v, u, w, w, j, d, w, k, m, i, s, g, e, c, m, k, w, s, s, c, r, p, p, t, n, b, t, s, i, r, n, l, p, w, c, x, g, d, x, e, n, t, n, h, s, c, s, y, j, r, a, t, p, c, a, u, s, x, p, m, d, b, y, z, n, h, c, h, u, t, s, c, n, q, l, m, f, x, k, q, q, a, t, f, o, n, k, r, w, t, i, p, m, m, n, t, w, g, l, f, x, e, j, o, m, d, o, p, c, g, w, q, o, q, b, n, q, m, l, c, e, z, e, i, l, w, y, j, t, g, l, l, s, i)
Regla(k, t, u, y, c, b, q, h, z, n, a, i, n, i, b, i, h, m, x, d, t, p, d, k, a, f, r, o, n, c, t, c, j, t, t, b, i, l, r, y, x, g, f, d, s, q, o, y, r, j, c, b, o, u, t, r, b, r, a, k, w, q, h, k, s, h, o, y, b, v, t, g, b, s, b, v, w, a, n, u, d, o, b, o, k, v, i, c, t, l, a, a, s, u, c, j, u, b, s, o, j, h, n, i, d, x, t, g, y, v, b, k, e, q, b, l, c, f, w, d, c, d, k, y, g, g, o, c, n, x, x, d, x, b, h, k, v, l, s, r, x, j, s, c, t, m, x, h, g, z, p, e, j, d, e, u, o, b, p, f, d, d, e, v, r, a, v, u, w, w, j, d, w, k, m, i, s, g, e, c, m, k, w, s, s, c, r, p, p, t, n, b, t, s, i, r, n, l, p, w, c, x, g, d, x, e, n, t, n, h, s, c, y, y, j, r, a, t, p, c, a, u, s, x, p, m, d, b, y, z, n, h, c, h, u, t, s, w, n, q, l, m, f, x, k, q, q, a, t, f, o, n, k, r, w, t, i, p, m, m, n, t, w, g, l, f, p, e, j, o, n, d, o, p, c, g, w, q, o, q, b, n, q, m, l, c, e, z, e, i, l, w, y, j, t, g, l, l, s, i)
Regla(k, t, q, y, c, b, q, h, z, n, a, i, n, i, b, i, h, m, x, d, t, p, d, k, a, f, r, o, n, c, t, c, j, t, t, b, i, l, r, y, x, g, f, d, s, q, o, y, r, j, c, b, o, u, t, r, b, r, a, k, w, q, h, k, s, h, o, y, b, v, t, g, b, s, b, v, w, a, n, u, d, o, b, o, k, v, i, c, t, l, a, a, s, u, c, q, u, b, s, o, j, h, n, i, d, x, t, g, y, v, b, k, e, q, b, l, c, f, w, d, c, d, k, n, g, g, o, c, n, x, x, d, x, b, h, k, v, l, s, r, x, j, b, c, t, m, x, h, g, z, p, e, j, d, e, u, o, b, p, f, d, d, e, v, r, a, v, u, f, w, j, d, w, k, f, i, s, g, e, c, m, k, w, s, s, c, r, l, p, t, n, b, t, s, i, r, n, l, p, w, c, x, g, d, x, e, n, t, n, h, s, c, y, y, j, r, a, h, p, c, a, u, s, x, p, m, d, b, y, z, n, h, c, h, u, t, s, w, n, q, q, m, f, x, k, q, q, a, t, f, o, n, k, r, w, t, i, p, l, m, n, t, w, g, l, f, p, e, j, o, n, d, o, p, c, g, w, q, o, q, b, n, q, m, l, c, e, z, e, i, l, w, a, j, t, g, l, l, d, i)
Regla(k, t, q, y, c, b, q, f, z, n, a, i, n, i, b, i, h, m, x, q, t, p, d, k, a, f, r, o, n, c, t, c, j, t, t, b, i, l, r, y, x, g, f, d, s, q, o, y, r, j, c, b, o, u, t, r, b, r, a, k, w, q, h, k, s, h, o, y, b, v, t, g, b, s, b, v, w, a, n, u, d, o, b, o, k, v, i, c, t, l, a, a, s, u, c, q, u, b, s, o, j, h, n, i, d, x, t, g, y, v, b, k, e, q, b, l, d, f, w, d, c, d, k, n, g, g, o, c, n, x, x, d, x, b, h, k, v, l, s, r, x, j, b, c, t, m, x, h, g, x, p, y, j, d, e, u, o, b, p, f, d, d, e, v, r, a, v, u, f, w, j, d, w, k, f, i, s, g, e, c, m, k, w, s, s, c, r, l, p, t, n, b, t, s, i, r, n, l, p, w, c, x, g, d, x, e, n, t, n, h, s, c, y, y, v, r, a, h, p, c, a, u, s, x, p, m, d, b, y, i, h, h, c, h, u, t, s, w, n, q, q, m, f, x, k, q, q, a, t, f, o, n, k, r, w, t, i, p, l, m, n, t, w, g, l, f, p, e, j, o, e, d, o, p, c, g, w, q, o, q, b, n, q, g, l, c, e, z, e, i, l, w, a, j, t, g, l, l, d, i)
Regla(k, t, q, y, c, b, q, f, z, n, a, i, n, i, b, i, h, m, x, q, t, p, d, k, a, f, r, d, n, c, t, c, j, t, t, b, i, l, r, y, x, g, f, d, s, q, o, y, r, p, c, b, o, u, t, r, b, r, a, k, w, q, h, k, s, h, o, y, b, v, t, g, i, s, b, v, w, a, n, u, d, o, b, o, k, v, i, c, t, l, a, a, s, u, c, q, u, b, s, o, j, h, n, i, d, x, t, g, y, v, v, k, e, q, b, h, d, f, w, d, c, d, k, n, g, g, o, c, n, x, x, d, x, b, h, k, v, l, s, r, x, j, b, c, t, m, x, h, g, x, p, y, j, d, e, u, o, b, p, f, d, d, e, g, r, a, s, u, f, w, j, d, w, k, f, i, s, g, k, c, m, k, w, s, s, c, r, l, p, t, n, b, t, s, i, r, n, l, p, w, c, x, g, d, x, e, n, t, n, h, s, c, y, m, v, r, a, h, p, c, a, u, s, x, p, m, d, b, y, i, h, h, c, h, u, t, s, w, n, q, q, m, f, x, k, q, q, a, t, f, o, n, k, r, w, t, i, p, l, m, n, t, w, g, l, r, p, e, j, o, e, d, o, p, c, g, w, q, o, q, b, n, q, g, b, c, e, z, e, i, l, w, a, j, t, g, l, l, d, i)
Regla(k, t, q, y, c, b, q, f, z, n, a, m, n, i, b, i, h, m, y, q, t, p, d, k, a, f, r, d, n, c, t, c, j, t, t, b, i, l, r, y, x, g, f, d, s, q, o, y, r, p, c, b, o, u, t, r, b, r, a, k, w, q, h, k, s, h, o, y, b, v, t, g, i, s, b, m, w, a, n, u, d, o, b, o, k, v, i, c, t, l, a, a, s, u, c, q, u, b, s, o, j, h, n, i, d, x, t, g, y, v, v, k, e, q, b, h, d, f, w, d, c, d, k, n, k, g, o, c, n, d, x, d, x, b, h, k, u, l, s, r, x, j, b, c, t, m, x, h, g, x, p, y, j, d, e, u, o, b, p, f, d, d, e, g, r, a, s, u, f, w, j, d, w, k, f, i, r, g, k, c, m, k, w, s, s, c, r, l, p, t, n, b, t, s, i, r, n, l, p, w, c, x, t, d, x, e, n, t, n, h, s, c, y, m, v, r, a, h, p, c, a, u, s, x, p, m, d, b, h, i, h, h, c, h, u, t, s, w, n, q, q, m, f, x, x, q, q, a, t, f, o, y, k, r, w, t, i, p, l, m, n, t, w, g, l, r, p, e, j, o, e, d, o, p, c, g, w, q, o, q, b, n, q, g, b, c, e, z, e, i, l, w, a, j, t, j, l, l, d, i)
Regla(k, t, q, y, c, b, q, f, z, n, a, m, n, i, b, i, h, m, y, q, t, p, d, k, a, f, r, d, n, c, t, c, j, t, t, b, i, l, r, y, x, g, f, d, s, q, o, y, r, p, c, b, e, a, t, r, b, r, a, k, w, q, h, k, s, h, o, y, b, v, c, g, i, s, b, m, w, a, n, u, d, o, b, o, k, v, i, c, t, l, a, a, s, k, c, q, u, b, s, o, j, h, n, i, d, x, t, g, y, v, v, k, e, q, b, h, d, f, w, d, c, d, f, n, k, g, o, c, w, d, x, d, x, b, h, k, u, l, s, r, x, j, b, c, t, m, x, h, g, x, a, y, j, d, e, u, o, b, p, f, d, d, e, g, r, a, s, u, f, w, j, d, w, k, f, i, r, g, k, c, m, k, w, s, s, c, r, l, p, t, n, b, t, s, i, r, n, l, p, w, c, x, t, d, w, e, n, t, n, h, s, c, y, m, v, r, a, h, p, c, a, u, s, x, p, m, d, s, h, i, h, h, c, h, u, w, s, w, n, q, q, m, f, x, x, q, q, a, t, f, o, y, k, r, w, t, i, p, l, m, n, t, w, g, l, r, p, e, j, o, e, d, o, p, c, g, w, q, o, q, b, n, q, g, b, c, e, z, e, i, l, w, a, j, t, j, l, l, c, i)
Regla(k, t, q, y, c, b, v, f, z, n, a, m, n, i, b, i, h, m, y, q, t, p, d, k, a, f, r, d, n, c, t, c, j, t, t, b, i, l, r, y, x, g, f, d, s, q, o, y, r, p, c, b, e, a, t, r, b, r, a, k, w, q, h, k, s, h, o, y, l, v, c, g, i, s, b, m, w, a, n, u, d, o, b, o, k, v, i, c, t, l, a, a, s, k, c, q, u, b, s, o, j, h, n, i, d, x, t, g, y, v, v, k, e, q, b, h, d, f, w, d, c, d, f, n, k, g, o, c, w, d, x, d, x, b, h, k, u, l, s, r, x, j, b, c, t, m, x, h, g, x, a, y, j, d, e, u, o, b, p, j, d, d, j, g, r, a, s, u, f, w, j, d, w, k, f, i, r, g, k, c, m, k, w, s, s, c, r, l, p, t, n, b, t, s, i, r, n, l, p, w, c, x, t, d, w, e, n, t, n, h, s, c, y, m, v, r, a, h, p, c, a, u, s, x, p, m, d, s, h, i, h, h, c, h, u, w, s, w, n, q, q, m, f, x, x, q, q, a, t, f, o, y, k, r, w, t, i, p, l, m, n, t, w, g, l, r, p, e, j, o, n, d, o, p, c, g, w, q, o, q, b, n, q, g, b, c, e, z, e, i, l, w, a, j, t, j, l, l, c, i)
Regla(k, t, q, y, c, b, v, f, z, n, a, m, n, i, b, i, h, m, y, q, t, p, d, k, a, f, r, d, n, c, t, c, j, t, t, b, i, l, r, y, x, g, f, d, s, q, o, y, r, p, c, b, e, a, t, w, b, r, a, k, w, q, h, k, s, h, o, y, l, v, c, g, i, s, b, m, w, a, n, u, d, o, b, o, k, v, i, c, t, l, a, a, s, k, c, q, u, b, s, o, j, h, n, i, d, x, t, g, y, v, v, k, e, q, b, h, d, f, w, d, c, d, f, n, k, g, o, c, w, d, x, d, x, b, h, k, u, l, s, r, x, j, b, c, t, m, x, h, g, x, a, y, j, d, k, u, o, b, p, j, d, d, j, g, r, a, s, u, f, w, j, s, w, k, f, i, r, g, k, c, m, k, w, s, s, c, r, l, p, t, n, b, t, s, i, r, n, l, p, w, c, q, t, d, l, e, n, t, n, h, s, c, y, m, v, r, a, h, p, c, a, u, s, x, p, m, d, s, h, i, h, h, c, h, u, w, s, w, n, q, q, m, f, x, x, q, q, a, t, f, o, y, k, r, w, t, i, p, l, m, n, t, w, g, l, r, p, e, j, o, n, d, o, p, c, g, w, h, o, q, b, n, q, g, b, c, e, x, e, i, l, w, r, l, t, j, l, l, c, i)
Regla(k, t, q, y, c, b, v, f, z, n, f, m, n, i, b, i, h, m, y, q, t, p, d, k, a, f, r, d, n, c, t, c, j, t, t, b, i, l, r, y, x, g, f, d, s, q, g, y, r, p, c, b, e, a, t, w, b, r, w, k, w, q, h, k, s, h, o, y, l, v, c, g, i, s, b, m, w, a, n, u, d, o, b, o, k, v, i, c, t, l, a, a, s, k, c, o, u, b, s, o, j, h, k, i, d, x, t, g, y, v, v, k, e, q, b, h, d, f, w, d, c, d, f, n, k, g, o, c, w, d, x, d, x, b, h, k, u, l, s, r, x, j, b, c, t, m, x, h, g, x, a, y, c, d, w, u, o, b, p, j, d, d, j, g, r, i, s, u, f, w, j, s, w, k, f, i, r, g, k, c, m, k, w, s, s, c, r, l, p, w, m, b, t, s, f, r, n, l, p, w, c, q, t, d, l, e, n, t, n, h, s, c, y, n, v, r, a, h, p, c, a, u, s, x, p, m, d, s, h, i, h, h, c, h, u, w, s, w, n, q, q, m, f, x, x, q, q, a, t, f, o, y, k, r, w, t, i, p, l, m, n, t, w, g, l, r, p, k, j, o, n, d, o, p, c, g, w, h, o, q, b, n, q, g, b, c, e, x, e, i, l, w, r, l, t, j, l, l, c, i)
Regla(k, t, q, y, l, b, v, f, g, n, f, w, n, i, b, i, h, m, y, q, t, h, d, k, a, f, r, d, n, c, t, c, j, t, t, b, i, l, r, y, x, g, t, d, s, q, g, y, r, p, c, b, e, a, t, w, b, r, w, k, w, q, j, k, s, h, o, y, l, v, c, g, i, s, b, m, w, a, n, u, d, o, b, o, k, v, i, c, t, l, a, a, s, k, c, o, u, b, s, o, j, h, k, i, d, x, t, g, y, v, v, k, e, q, b, h, d, f, w, d, m, d, x, n, k, g, o, c, w, d, x, d, x, b, h, k, u, l, s, r, x, j, b, c, t, m, x, h, g, x, a, y, c, d, w, u, o, b, p, j, d, d, j, g, r, i, s, u, f, w, j, s, w, k, f, i, r, g, k, c, m, k, w, s, s, c, r, l, p, w, m, b, t, s, f, r, n, l, p, w, c, q, t, d, l, e, n, t, n, h, d, c, y, n, v, r, a, h, p, c, a, u, s, x, p, m, d, s, h, i, h, h, c, h, u, w, s, w, n, q, q, m, f, x, x, q, q, a, t, f, o, y, k, r, w, t, i, p, l, m, n, t, w, g, l, r, p, k, j, o, n, d, o, p, c, g, n, h, o, q, b, n, q, g, b, c, e, x, e, p, l, w, r, l, t, j, l, l, c, i)
Regla(k, t, q, y, l, b, v, f, g, n, f, w, n, i, b, i, h, m, y, q, t, h, d, k, a, c, r, d, n, c, t, c, j, t, t, b, i, l, r, y, x, g, t, d, s, q, g, y, r, p, c, b, e, a, t, w, f, r, w, k, w, q, j, k, s, h, o, y, l, v, c, g, i, s, b, m, w, a, n, m, d, o, b, o, k, v, i, c, t, l, a, a, i, k, c, o, u, b, s, o, j, h, k, i, d, x, t, g, y, t, v, k, e, q, b, h, d, f, w, d, m, d, x, n, k, g, o, c, w, d, x, d, x, b, h, k, u, l, s, r, x, j, b, c, t, m, x, h, g, x, a, y, c, d, w, u, o, b, p, j, d, d, j, g, r, i, k, u, f, w, j, s, w, k, f, i, r, g, k, c, m, k, w, s, s, c, r, l, p, w, m, b, t, s, f, c, n, l, p, i, c, q, t, b, l, e, n, t, n, h, d, c, y, n, v, r, a, b, p, c, a, u, s, x, p, m, d, s, h, i, h, s, c, h, u, w, s, w, n, q, q, m, f, x, x, x, q, a, t, f, o, y, k, r, w, t, i, p, l, m, n, t, w, g, l, r, p, k, j, o, n, d, o, p, c, g, n, h, o, q, b, n, q, g, b, c, e, x, e, p, l, w, r, l, t, j, l, l, c, i)
Regla(k, t, q, y, p, b, v, f, g, n, f, w, n, i, b, i, h, m, y, q, t, h, d, k, a, c, r, d, n, c, t, c, j, t, t, b, i, l, r, y, x, g, t, d, s, q, g, y, r, p, c, b, e, a, t, w, f, r, w, k, w, q, j, k, s, h, o, y, l, v, c, g, i, s, b, m, w, a, n, m, h, o, b, o, w, v, i, m, t, l, a, a, i, k, c, o, u, b, s, o, j, w, k, i, d, x, t, g, y, t, v, k, e, q, b, h, d, f, w, d, m, d, x, n, k, g, o, c, w, d, x, d, x, b, h, k, u, l, s, r, x, j, b, c, t, m, x, h, g, x, a, y, c, d, w, u, o, b, p, j, d, d, j, g, r, i, k, u, f, w, j, s, w, k, f, i, r, g, k, c, m, k, w, s, s, c, r, l, p, w, m, b, t, s, f, c, n, l, p, i, c, q, t, b, l, e, m, t, n, h, d, c, y, n, v, r, a, b, p, c, a, u, s, x, h, m, d, s, h, i, h, s, c, h, u, w, s, w, n, q, q, m, f, x, x, x, q, a, t, f, o, y, k, r, w, t, i, p, l, m, n, t, w, g, l, r, p, k, j, o, n, d, o, p, c, g, i, h, o, q, b, n, q, g, b, c, t, x, e, p, l, w, r, l, t, j, l, l, c, i)
Regla(k, t, q, e, p, b, v, f, g, n, f, w, n, i, b, i, h, m, y, q, t, h, d, k, d, c, r, d, n, c, t, c, j, t, t, b, i, l, r, y, x, g, t, d, s, q, g, y, r, p, c, c, e, a, t, w, f, r, w, k, w, q, j, k, s, g, o, y, l, v, c, g, i, s, b, m, w, a, n, m, h, o, b, o, w, v, i, m, t, l, a, a, i, k, c, o, u, b, s, o, j, w, k, i, d, x, t, g, y, t, v, k, e, q, b, h, d, f, w, d, m, d, x, n, k, g, o, c, w, d, x, d, c, b, h, k, u, l, s, r, x, j, b, c, t, m, x, h, g, x, a, y, c, d, w, u, o, b, n, j, d, d, j, g, r, i, k, u, f, w, j, s, g, k, f, i, o, g, k, c, m, k, w, i, s, c, w, l, p, w, m, b, t, p, f, c, g, l, p, i, c, q, t, b, l, e, m, t, n, h, d, c, y, n, v, r, a, b, o, c, a, u, s, x, h, m, d, s, h, i, h, s, c, h, u, w, s, s, n, q, q, v, f, x, x, x, q, a, t, f, o, y, k, r, w, t, i, p, l, m, n, t, w, g, l, r, p, k, j, o, n, d, o, p, c, x, i, h, o, q, b, n, q, g, b, c, t, x, e, p, l, w, r, l, t, j, l, l, c, i)
Regla(k, t, q, e, p, b, v, f, g, n, f, w, n, i, b, h, h, m, y, q, t, h, d, k, d, c, r, b, n, c, t, c, j, t, t, b, i, l, r, y, x, u, t, p, s, q, g, y, r, p, c, c, e, a, t, w, f, r, w, k, w, q, j, k, s, g, o, y, l, v, c, g, i, s, b, m, w, h, n, m, h, o, b, o, w, v, y, m, t, l, a, a, i, k, c, o, u, b, s, o, j, w, k, i, d, x, t, i, y, t, v, k, e, q, b, h, d, f, w, d, m, d, x, n, k, g, o, c, w, d, x, x, c, b, h, k, u, l, s, r, x, j, b, c, t, m, x, h, g, x, a, y, c, d, w, u, o, b, n, j, d, d, j, g, r, i, k, u, f, w, j, s, g, k, h, i, o, g, k, c, m, k, w, i, s, v, w, l, p, w, m, b, t, p, f, c, g, l, p, i, c, q, t, b, l, e, m, t, n, h, d, c, y, n, v, r, a, b, o, c, a, u, s, x, h, m, d, s, h, i, h, s, c, h, o, w, s, s, n, q, q, v, f, x, x, x, q, a, t, f, o, y, k, r, w, t, i, p, l, m, n, t, w, g, l, r, p, k, j, o, n, d, o, p, c, x, i, h, o, q, b, n, w, g, b, c, t, x, e, p, l, w, r, l, t, j, l, l, c, i)
Regla(k, t, q, e, p, b, v, f, g, n, f, g, n, i, b, h, h, m, y, q, t, h, d, k, d, c, r, b, n, c, t, c, j, t, t, b, i, l, r, y, x, u, t, p, s, q, g, y, e, p, c, c, e, a, t, w, f, r, w, k, w, q, j, k, s, g, o, y, l, v, c, g, i, s, b, m, w, h, n, m, h, o, b, o, w, v, y, m, t, l, a, a, i, k, c, o, u, b, v, o, j, w, k, i, d, x, t, i, y, t, v, k, e, q, b, h, d, f, w, d, m, d, x, n, k, g, o, c, w, d, x, x, c, b, h, k, u, l, s, r, x, j, b, c, d, m, x, h, g, x, a, y, c, d, w, u, o, b, n, j, d, d, j, g, r, i, k, u, f, w, j, s, g, k, h, i, o, g, k, c, m, k, w, i, s, v, w, l, p, w, m, b, t, p, f, c, g, l, p, i, c, q, t, b, l, e, m, t, n, h, d, c, y, n, v, r, a, b, o, c, a, u, s, x, h, m, d, s, h, i, h, s, c, h, o, w, p, s, n, q, q, v, f, x, x, x, q, a, t, f, o, y, k, r, w, t, i, p, l, m, n, t, w, g, l, r, p, k, n, o, n, d, o, o, c, x, i, h, o, q, b, n, w, g, b, c, t, x, e, p, l, w, r, l, t, j, g, l, c, i)
Regla(k, t, q, e, p, b, v, f, g, n, f, g, n, i, b, h, h, m, y, q, t, h, d, k, d, c, r, b, n, c, t, c, j, t, t, b, i, l, r, y, x, u, t, p, s, q, g, y, e, p, c, c, e, a, t, w, f, r, w, k, w, h, j, d, s, g, o, y, l, v, c, g, i, s, b, m, w, h, n, m, h, o, b, o, w, v, y, m, t, l, a, a, i, k, c, o, u, b, v, o, j, w, k, i, d, x, t, i, y, t, v, k, e, w, b, h, d, f, w, d, m, d, x, n, k, g, o, c, w, d, x, x, c, e, h, k, u, l, i, p, x, j, b, u, d, m, x, h, g, f, a, y, c, d, w, u, o, b, n, j, d, d, j, g, r, i, k, u, b, w, j, s, g, k, h, i, o, g, k, c, m, k, w, i, s, v, w, l, p, w, m, b, t, p, f, c, g, l, p, i, c, q, t, b, l, e, m, t, n, h, d, c, y, n, v, r, a, b, o, c, a, u, s, x, h, m, d, s, h, i, h, s, c, h, o, w, p, s, n, q, q, v, f, x, x, x, q, a, v, f, o, y, k, a, w, t, i, p, l, m, n, t, w, g, l, r, p, k, n, o, n, d, o, o, c, x, i, h, o, q, b, n, w, g, b, c, t, x, e, p, l, w, r, l, t, j, g, l, c, i)
Regla(k, t, q, e, p, b, g, f, g, n, f, g, n, i, b, h, h, m, y, q, t, h, d, o, d, c, r, b, n, c, t, c, j, t, t, b, i, l, r, y, x, u, t, p, s, q, g, y, e, p, c, c, e, a, t, w, f, r, w, k, w, h, j, d, s, g, o, k, l, v, c, g, i, s, e, m, w, h, n, m, h, o, b, o, w, v, y, m, t, l, a, a, i, k, c, o, u, b, v, o, j, w, k, i, d, x, t, i, y, t, v, k, q, w, b, h, d, f, w, d, m, d, x, n, k, g, o, c, w, d, x, x, c, e, h, k, u, l, i, p, q, j, b, u, d, m, x, h, g, f, a, y, c, d, w, u, o, b, n, j, d, d, j, g, r, i, k, u, b, h, l, s, g, k, h, f, o, g, k, c, m, k, w, i, s, v, w, l, p, w, m, b, t, p, f, c, g, l, p, i, c, q, t, b, l, e, m, t, n, h, d, c, y, n, k, r, a, b, o, c, a, u, s, d, h, m, u, s, h, i, h, s, c, h, o, w, p, s, n, q, q, v, f, x, x, x, l, a, v, f, o, y, k, a, w, t, q, p, l, m, n, t, w, g, k, r, p, d, n, o, n, d, o, o, c, x, i, h, o, q, b, n, w, g, b, c, t, x, e, p, l, w, r, l, t, j, g, l, c, k)
Regla(k, t, q, e, r, b, g, f, g, n, f, g, n, i, b, h, h, m, y, q, t, h, d, o, d, c, r, b, n, c, t, c, j, t, t, b, i, l, r, i, x, u, t, p, s, q, g, y, e, p, c, c, e, a, t, w, f, v, w, k, w, h, j, d, s, g, o, k, l, v, l, g, i, s, e, m, o, h, n, m, h, o, b, v, w, v, y, m, t, t, a, a, i, k, c, o, u, b, v, o, j, w, k, i, d, x, t, i, y, t, v, k, q, w, b, h, d, f, w, d, m, d, x, n, k, g, o, c, w, d, x, x, c, e, h, k, u, t, i, p, q, j, b, u, d, m, x, h, g, f, a, y, c, d, w, u, o, b, n, j, d, d, j, g, r, i, k, u, b, h, l, s, g, k, h, f, o, a, k, c, m, k, w, i, s, v, w, l, p, w, m, b, t, p, f, c, g, l, p, i, c, q, t, b, l, e, m, t, n, h, d, c, y, n, k, r, a, b, o, c, a, u, s, d, h, m, u, s, h, i, h, s, c, h, o, w, p, s, n, q, q, v, f, x, x, x, l, a, v, f, o, y, k, a, w, t, q, p, l, f, n, t, b, g, k, r, p, d, n, o, n, d, o, o, c, x, i, h, o, q, b, n, w, g, b, c, t, x, e, p, l, w, r, l, l, j, g, l, c, k)
